"title","url","site","stackexchange_tags","score","tags"
"Testing database insertion, removal, and modification from program code (i.e., rather than test code)","https://softwareengineering.stackexchange.com/questions/384724","softwareeng","<database><unit-testing><integration-tests><mocking>","2","Best Practices,Test/Validate ... > Queries"
"How to Mock Test Data for complicated Integration/GUI automated tests","https://softwareengineering.stackexchange.com/questions/405456","softwareeng","<testing><integration-tests><test-automation>","2","DB Population,Mocking"
"Testing Queries Themselves with Test data is a Unit test or an Integration test?","https://softwareengineering.stackexchange.com/questions/403199","softwareeng","<php><unit-testing><integration-tests><phpunit>","2","Unit Testing vs Integration Testing for DB Application"
"Deploying SQL Server Databases from Test to Live","http://www.stackoverflow.com/questions/580","stackoverflow","<sql-server><sql-server-2005><deployment><release-management>","26","DB Connection,Deployment"
"How do I unit test persistence?","http://www.stackoverflow.com/questions/2046","stackoverflow","<sql-server><unit-testing><tdd>","46","Best Practices,Test/Validate ... > Persistence/DAO Layer,Test/Validate ... > Queries"
"How do you manage databases in development, test, and production?","http://www.stackoverflow.com/questions/6371","stackoverflow","<mysql><svn>","167","Find Examples/Tutorials,Manage Schemas"
"Testing for inequality in T-SQL","http://www.stackoverflow.com/questions/7884","stackoverflow","<tsql><indexing><inequality>","46","FP"
"Has anyone had any success in unit testing SQL stored procedures?","http://www.stackoverflow.com/questions/12374","stackoverflow","<sql><unit-testing><linq-to-sql>","37","Test/Validate ... > Persistence/DAO Layer,Test/Validate ... > Stored Procedures"
"Creating test data in a database","http://www.stackoverflow.com/questions/16317","stackoverflow","<database><integration-testing>","22","Generate Random Data"
"Unit-Testing Databases","http://www.stackoverflow.com/questions/21583","stackoverflow","<database><unit-testing><transactions><xtunit>","32","Best Practices"
"How to unit test an object with database queries","http://www.stackoverflow.com/questions/30710","stackoverflow","<database><unit-testing>","146","Best Practices"
"How are people unit testing code that uses Linq to SQL","http://www.stackoverflow.com/questions/52657","stackoverflow","<linq><unit-testing><linq-to-sql>","54","Test/Validate ... > Persistence/DAO Layer"
"Is it feasible to introduce Test Driven Development (TDD) in a mature project?","http://www.stackoverflow.com/questions/107919","stackoverflow","<unit-testing><mocking><tdd>","37","FP"
"What not to test when it comes to Unit Testing?","http://www.stackoverflow.com/questions/109432","stackoverflow","<unit-testing><language-agnostic><tdd><testing-strategies>","33","Test Data Access,Unit Testing vs Integration Testing for DB Application"
"Unit testing code with a file system dependency","http://www.stackoverflow.com/questions/129036","stackoverflow","<unit-testing><dependency-injection><dependencies>","131","FP"
"What's the best strategy for unit-testing database-driven applications?","http://www.stackoverflow.com/questions/145131","stackoverflow","<database><unit-testing><orm><mocking>","331","Best Practices,Test/Validate ... > Persistence/DAO Layer"
"MySQL - force not to use cache for testing speed of query","http://www.stackoverflow.com/questions/181894","stackoverflow","<mysql>","328","Configure DB Loading/Population,Test/Validate ... > DB Access Performance"
"How do I unit test jdbc code in java?","http://www.stackoverflow.com/questions/266370","stackoverflow","<java><database><unit-testing><jdbc><junit>","44","Best Practices"
"Do you have any SQL Injection Testing &quot;Ammo&quot;?","http://www.stackoverflow.com/questions/274659","stackoverflow","<testing><xss><sql-injection>","17","Testing for Security"
"How do I test database-related code with NUnit?","http://www.stackoverflow.com/questions/321180","stackoverflow","<c#><database><unit-testing><tdd><nunit>","62","DB Population,Rollback Changes,Test/Validate ... > Persistence/DAO Layer"
"How do you test for the existence of a user in SQL Server?","http://www.stackoverflow.com/questions/356000","stackoverflow","<sql-server><sql-server-2008><sql-server-2005><sql-server-2012>","21","FP"
"Unit testing on code that uses the Database","http://www.stackoverflow.com/questions/391249","stackoverflow","<unit-testing>","42","Best Practices"
"Cleaning up a database in django before every test method","http://www.stackoverflow.com/questions/434700","stackoverflow","<python><django><unit-testing><django-models>","21","Clear DB Before Tests,Test/Validate ... > Persistence/DAO Layer"
"Database data needed in integration tests; created by API calls or using imported data?","http://www.stackoverflow.com/questions/482827","stackoverflow","<unit-testing><testing><mocking><integration-testing>","58","Best Practices,DB Population"
"Django: How to create a model dynamically just for testing","http://www.stackoverflow.com/questions/502916","stackoverflow","<python><django><unit-testing><django-models><mocking>","62","Mocking"
"MSTest executing all my tests simultaneously breaks tests - what to do","http://www.stackoverflow.com/questions/700043","stackoverflow","<configuration><mstest>","24","FP"
"Is Unit Testing your SQL taking TDD Too far?","http://www.stackoverflow.com/questions/730488","stackoverflow","<sql><unit-testing><tdd>","25","Best Practices"
"Best way to test SQL queries","http://www.stackoverflow.com/questions/754527","stackoverflow","<sql><unit-testing>","103","Exclude Outdated Data,Test/Validate ... > Queries"
"What are the pros and cons of automated Unit Tests vs automated Integration tests?","http://www.stackoverflow.com/questions/771011","stackoverflow","<unit-testing><automated-tests><integration-testing>","28","Unit Testing vs Integration Testing for DB Application"
"Unit-Testing: Database set-up for tests","http://www.stackoverflow.com/questions/786580","stackoverflow","<c#><database><unit-testing>","21","Best Practices,Cleanup Test DB,DB Population"
"Is this the proper way to do boolean test in SQL?","http://www.stackoverflow.com/questions/859762","stackoverflow","<sql><boolean-expression>","69","FP"
"How can I call a custom Django manage.py command directly from a test driver?","http://www.stackoverflow.com/questions/907506","stackoverflow","<django><unit-testing>","162","FP"
"How to simulate a DB for testing (Java)?","http://www.stackoverflow.com/questions/928760","stackoverflow","<java><database><unit-testing><testing><jdbc>","68","Mocking,Monitor Status of Mocked DB,Test/Validate ... > Queries"
"How to load fixtures only once in django unit tests ?","http://www.stackoverflow.com/questions/979434","stackoverflow","<django><unit-testing>","26","Clear DB Before Tests,Populate from Fixtures/CSV"
"Unit Testing Database Driven .NET Applications","http://www.stackoverflow.com/questions/1108806","stackoverflow","<.net><sql-server><unit-testing>","17","Best Practices"
"NUnit - cleanup after test failure","http://www.stackoverflow.com/questions/1131758","stackoverflow","<.net><nunit><nunit-2.5>","41","Cleanup Test DB"
"Clearing the test database between unit and functional tests in Rails (factory_girl)","http://www.stackoverflow.com/questions/1189266","stackoverflow","<ruby-on-rails><ruby><unit-testing><factory-bot>","20","Clear DB Before Tests"
"How to write unit tests for database calls","http://www.stackoverflow.com/questions/1217736","stackoverflow","<database><unit-testing><testing><integration-testing><data-access-layer>","63","Best Practices,Use Mocking vs Test DB"
"Best practices for integration tests with Maven?","http://www.stackoverflow.com/questions/1228709","stackoverflow","<java><testing><maven-2><integration-testing>","68","Unit Testing vs Integration Testing for DB Application"
"JPA-based JUnit Test Best Practices","http://www.stackoverflow.com/questions/1234763","stackoverflow","<java><maven-2><jpa><junit><testng>","30","Best Practices,Framework/Tool Usage > Configuration,Test/Validate ... > Persistence/DAO Layer"
"Django: is there a way to count SQL queries from an unit test?","http://www.stackoverflow.com/questions/1254170","stackoverflow","<django><django-orm><django-testing>","49","Test Coverage"
"When is a Test not a Unit-test?","http://www.stackoverflow.com/questions/1257560","stackoverflow","<unit-testing>","58","Unit Testing vs Integration Testing for DB Application"
"How to throw a SqlException when needed for mocking and unit testing?","http://www.stackoverflow.com/questions/1386962","stackoverflow","<.net><asp.net-mvc><moq><sqlexception>","72","Handle Exceptions,Mocking,Test/Validate ... > Persistence/DAO Layer"
"Fill form values in a web page via a Python script (not testing)","http://www.stackoverflow.com/questions/1555234","stackoverflow","<python>","34","FP"
"How do I test a Table-Valued Function in SQL Server Management Studio?","http://www.stackoverflow.com/questions/1572078","stackoverflow","<sql><sql-server><user-defined-functions>","32","FP"
"How to load db:seed data into test database automatically?","http://www.stackoverflow.com/questions/1574797","stackoverflow","<ruby-on-rails><testing><seed>","117","Populate from Dump File"
"Is there any framework for .NET to populate test data?","http://www.stackoverflow.com/questions/1610212","stackoverflow","<c#><.net><tdd><populate>","39","DB Population,Generate Random Data"
"How to run django unit-tests on production database?","http://www.stackoverflow.com/questions/1646468","stackoverflow","<python><django><unit-testing>","22","Run Single Tests on a Separate DB"
"Path to Test Data Files for Unit Testing","http://www.stackoverflow.com/questions/1776331","stackoverflow","<c#><unit-testing><resharper>","54","Framework/Tool Usage > Configuration"
"Data-driven tests with jUnit","http://www.stackoverflow.com/questions/1822315","stackoverflow","<java><unit-testing><junit><data-driven-tests>","29","Best Practices"
"Spring configuration for embedded H2 database for tests","http://www.stackoverflow.com/questions/2012292","stackoverflow","<unit-testing><spring><embedded-database><h2>","41","DB Connection,DB Population,Use In-Memory DB For Tests"
"Simulating race conditions in RSpec unit tests","http://www.stackoverflow.com/questions/2017587","stackoverflow","<ruby-on-rails><ruby><unit-testing><rspec><race-condition>","27","Test Asynchronous DB Tasks"
"need to test if sql query was successful","http://www.stackoverflow.com/questions/2060325","stackoverflow","<php><sql>","18","FP"
"Unit testing with singletons","http://www.stackoverflow.com/questions/2085953","stackoverflow","<unit-testing><singleton>","46","FP"
"Android Unit Tests Requiring Context","http://www.stackoverflow.com/questions/2095695","stackoverflow","<database><android><unit-testing>","59","Manage Shared Connection Among Tests,Test/Validate ... > DB Creation"
"Unit testing paperclip uploads with Rspec (Rails)","http://www.stackoverflow.com/questions/2256012","stackoverflow","<ruby-on-rails><unit-testing><rspec><paperclip>","23","DB Population,Populate from Fixtures/CSV"
"How do I test database migrations?","http://www.stackoverflow.com/questions/2332400","stackoverflow","<sql-server><unit-testing><migration><migratordotnet>","18","Test/Validate ... > Migrations"
"Testing for security vulnerabilities in web applications: Best practices?","http://www.stackoverflow.com/questions/2351315","stackoverflow","<php><mysql><security><sql-injection>","25","Testing for Security"
"How can I start the rails console and use the testing database exclusively?","http://www.stackoverflow.com/questions/2390600","stackoverflow","<ruby-on-rails>","29","FP"
"Is there a command to test an SQL query without executing it? ( MySQL or ANSI SQL )","http://www.stackoverflow.com/questions/2433633","stackoverflow","<sql><mysql><debugging><testing>","22","FP"
"What's the best way to test SQL Server connection programmatically?","http://www.stackoverflow.com/questions/2440060","stackoverflow","<c#><sql-server><database-connectivity>","69","FP"
"Cannot open database &quot;test&quot; requested by the login. The login failed. Login failed for user 'xyz\ASPNET'","http://www.stackoverflow.com/questions/2575907","stackoverflow","<c#><asp.net><sql-server><iis><web-services>","82","FP"
"Unit testing database application with business logic performed in the UI","http://www.stackoverflow.com/questions/2609204","stackoverflow","<c#><database><unit-testing>","35","Best Practices"
"Django's self.client.login(...) does not work in unit tests","http://www.stackoverflow.com/questions/2619102","stackoverflow","<django><unit-testing><django-authentication><django-testing>","69","DB Connection,Handle Error/Warning Message"
"Rails - Populate test database with development data","http://www.stackoverflow.com/questions/2645022","stackoverflow","<ruby-on-rails><unit-testing><rake>","19","Use Development Data"
"Testing performance of queries in mysql","http://www.stackoverflow.com/questions/2756100","stackoverflow","<performance><testing><mysql>","26","Test/Validate ... > DB Access Performance"
"Test Column exists, Add Column, and Update Column","http://www.stackoverflow.com/questions/2761933","stackoverflow","<sql-server><tsql><ddl>","49","FP"
"How do you unit test your T-SQL","http://www.stackoverflow.com/questions/2765212","stackoverflow","<sql-server><database><sql-server-2005><unit-testing><sql-server-2008>","46","Best Practices,Test Coverage"
"How can I time a code segment for testing performance with Pythons timeit?","http://www.stackoverflow.com/questions/2866380","stackoverflow","<python><testing><timeit><database-tuning>","140","Test/Validate ... > DB Access Performance"
"Pass command line arguments to JUnit test case being run programmatically","http://www.stackoverflow.com/questions/2884163","stackoverflow","<java><selenium-rc><junit4>","40","DB Connection,Handle Connection String"
"Why does SQL Server 2000 treat SELECT test.* and SELECT t.est.* the same?","http://www.stackoverflow.com/questions/2974893","stackoverflow","<tsql><sql-server-2000>","22","FP"
"Do you know a free test data generator for mysql database?","http://www.stackoverflow.com/questions/3060169","stackoverflow","<mysql><database>","28","Generate Random Data"
"How to run Django's test database only in memory?","http://www.stackoverflow.com/questions/3096148","stackoverflow","<python><mysql><django><unit-testing>","118","Performance Improvement"
"Testing database on Android: ProviderTestCase2 or RenamingDelegatingContext?","http://www.stackoverflow.com/questions/3096378","stackoverflow","<android><database><testing><android-testing>","29","Best Practices,DB Connection"
"Is there an &quot;IF EXISTS&quot; test for a linked server?","http://www.stackoverflow.com/questions/3104186","stackoverflow","<sql-server><tsql><linked-server>","40","Test/Validate ... > DB Connection"
"Is 100% code coverage a really good thing when doing unit tests?","http://www.stackoverflow.com/questions/3123777","stackoverflow","<unit-testing><documentation><tdd><code-maintainability>","28","FP"
"How to unit test your API?","http://www.stackoverflow.com/questions/3129821","stackoverflow","<unit-testing><api><cakephp>","46","Mocking"
"When/How to Unit Test CRUD applications?","http://www.stackoverflow.com/questions/3215224","stackoverflow","<c#><unit-testing>","26","Best Practices"
"Choose test database?","http://www.stackoverflow.com/questions/3320900","stackoverflow","<django><postgresql><django-testing><webfaction>","19","Configure DB Loading/Population"
"Why isn't factory_girl operating transactionally for me? - rows remain in database after tests","http://www.stackoverflow.com/questions/3497135","stackoverflow","<ruby-on-rails><factory-bot>","34","Cleanup Test DB,Transactional Tests"
"Efficient SQL test query or validation query that will work across all (or most) databases","http://www.stackoverflow.com/questions/3668506","stackoverflow","<sql><connection-pooling>","136","Test/Validate ... > DB Connection"
"Best practices for database testing with PHPUnit","http://www.stackoverflow.com/questions/3697815","stackoverflow","<php><mysql><database><unit-testing><phpunit>","24","Best Practices"
"Fill database tables with a large amount of test data","http://www.stackoverflow.com/questions/3766282","stackoverflow","<mysql><database>","57","Generate Random Data"
"How to do database unit testing?","http://www.stackoverflow.com/questions/3772093","stackoverflow","<database><unit-testing><database-testing>","43","Best Practices"
"How to launch tests for django reusable app?","http://www.stackoverflow.com/questions/3841725","stackoverflow","<django><testing><django-testing>","45","DB Connection,Framework/Tool Usage > Configuration"
"How to test if SQL Server database is in Single User Mode","http://www.stackoverflow.com/questions/4043008","stackoverflow","<sql-server>","21","FP"
"How to rollback a database transaction when testing services with Spring in JUnit?","http://www.stackoverflow.com/questions/4166983","stackoverflow","<java><hibernate><spring><transactions><junit>","36","Rollback Changes,Test/Validate ... > Transactions"
"Is there a way to tell surefire to skip tests in a certain package?","http://www.stackoverflow.com/questions/4389744","stackoverflow","<maven-2><surefire>","27","Framework/Tool Usage > Configuration,Test/Validate ... > Persistence/DAO Layer"
"bundler incorrectly trying to install &quot;development&quot; and &quot;test&quot; group gems in production","http://www.stackoverflow.com/questions/4438601","stackoverflow","<ruby-on-rails><gem><bundle><bundler><unicorn>","24","FP"
"Error Dropping Database (Can't rmdir '.test\', errno: 17)","http://www.stackoverflow.com/questions/4584458","stackoverflow","<mysql><sql><phpmyadmin>","112","FP"
"Different db for testing in Django?","http://www.stackoverflow.com/questions/4650509","stackoverflow","<django><unit-testing><sqlite><postgresql>","53","DB Connection,Different Configuration for Production/Test DB"
"How to do proper database testing (TDD) on Rails 3 using MongoDB and Mongoid","http://www.stackoverflow.com/questions/4688140","stackoverflow","<ruby-on-rails><testing><mongodb><persistence><mongoid>","19","Cleanup Test DB"
"Specify Django Test Database names in settings.py","http://www.stackoverflow.com/questions/4809393","stackoverflow","<django><testing><settings><django-testing><django-settings>","28","DB Connection"
"How do you set up a Flask application with SQLAlchemy for testing?","http://www.stackoverflow.com/questions/5025720","stackoverflow","<python><unit-testing><testing><sqlalchemy><flask>","26","Test/Validate ... > Persistence/DAO Layer"
"How do I turn on SQL debug logging for ActiveRecord in RSpec tests?","http://www.stackoverflow.com/questions/5244486","stackoverflow","<ruby-on-rails><ruby><activerecord><rspec-rails>","85","FP"
"How to run tests in parallel in Django?","http://www.stackoverflow.com/questions/5303819","stackoverflow","<django><testing><parallel-processing>","26","Parallelize Tests with Several In-memory DB"
"Running migrations against the Rails test environment","http://www.stackoverflow.com/questions/5340635","stackoverflow","<ruby-on-rails>","23","Test/Validate ... > Migrations"
"How to test my servlet using JUnit","http://www.stackoverflow.com/questions/5434419","stackoverflow","<unit-testing><testing><servlets><junit>","107","FP"
"Testing Django apps that use South migrations","http://www.stackoverflow.com/questions/5572546","stackoverflow","<django><django-south><django-testing><django-syncdb>","29","Framework/Tool Usage > Configuration,Test/Validate ... > DB Creation"
"Is there an online tool to build simple tables and test SQL statements?","http://www.stackoverflow.com/questions/5670416","stackoverflow","<sql>","25","FP"
"How do I prepare test database(s) for Rails rspec tests without running rake spec?","http://www.stackoverflow.com/questions/5916126","stackoverflow","<ruby-on-rails><ruby-on-rails-3><rspec><rspec2><specjour>","81","FP"
"How do I &quot;test&quot; a sql query that modifies data, i.e. see the output before committing in sql server 2008?","http://www.stackoverflow.com/questions/5972331","stackoverflow","<sql-server><sql-server-2008-r2>","18","Test/Validate ... > Queries"
"SQL -- create column in SELECT to test equality","http://www.stackoverflow.com/questions/6025768","stackoverflow","<sql><tsql><select>","20","FP"
"How do I test Rails migrations?","http://www.stackoverflow.com/questions/6079016","stackoverflow","<ruby-on-rails><database><testing>","56","Manage Schemas,Test/Validate ... > Migrations"
"How do I test locally against SQL Azure?","http://www.stackoverflow.com/questions/6106433","stackoverflow","<database><debugging><azure><azure-sql-database>","17","FP"
"How can I get Factory Girl to NEVER hit the database if I am calling Factory.build in order to make my controller tests FAST?","http://www.stackoverflow.com/questions/6128476","stackoverflow","<ruby-on-rails><ruby><unit-testing><controller><devise>","21","DB Population"
"SQL Injection Detection - Have compiled regexes... looking for test injections","http://www.stackoverflow.com/questions/6174691","stackoverflow","<php><regex><security><sql-injection>","19","Testing for Security"
"Django test to use existing database","http://www.stackoverflow.com/questions/6250353","stackoverflow","<django><django-testing>","17","DB Population,Different Configuration for Production/Test DB,Populate from Dump File"
"PDO Connection Test","http://www.stackoverflow.com/questions/6263443","stackoverflow","<php><mysql><pdo>","32","Different Configuration for Production/Test DB,Test/Validate ... > DB Connection"
"How to run NUnit test fixtures serially?","http://www.stackoverflow.com/questions/6427138","stackoverflow","<c#><sql-server><unit-testing><nunit><resharper>","26","Avoid DB Population Executed in Parallel"
"Embedded MongoDB when running integration tests","http://www.stackoverflow.com/questions/6437226","stackoverflow","<java><mongodb><junit><integration-testing><embedded-database>","108","Clear DB Before Tests,Start DB Before Tests,Stop DB After Tests"
"Compatible SQL to test for not null and not empty strings","http://www.stackoverflow.com/questions/6457710","stackoverflow","<sql><sql-server><oracle>","22","FP"
"testing admin.ModelAdmin in django","http://www.stackoverflow.com/questions/6498488","stackoverflow","<django><unit-testing><django-admin>","32","Best Practices"
"Unit Testing DbContext","http://www.stackoverflow.com/questions/6766478","stackoverflow","<unit-testing><entity-framework-4.1>","50","Performance Improvement,Test/Validate ... > Persistence/DAO Layer"
"How to test an Oracle Stored Procedure with RefCursor return type?","http://www.stackoverflow.com/questions/6781916","stackoverflow","<oracle><stored-procedures><plsqldeveloper><ref-cursor><rapidsql>","36","Test/Validate ... > Stored Procedures"
"How to show SQL query log generated by a RSpec test?","http://www.stackoverflow.com/questions/6884408","stackoverflow","<sql><ruby-on-rails><testing><logging><rspec>","30","Configure Logging of SQL Queries,Test/Validate ... > Transactions"
"Running Rake tasks in Rspec Tests","http://www.stackoverflow.com/questions/6895179","stackoverflow","<ruby><ruby-on-rails-3><rspec><tdd><rake>","49","Clear DB Before Tests"
"Is there a way to automatically have a &quot;rake db:migrate RAILS_ENV=test&quot; after &quot;rake db:migrate&quot; in development environment?","http://www.stackoverflow.com/questions/6929886","stackoverflow","<ruby-on-rails-3><testing><rspec2><guard>","25","FP"
"How to create table during Django tests with managed = False","http://www.stackoverflow.com/questions/7020966","stackoverflow","<python><django><unit-testing>","32","DB Population,Framework/Tool Usage > Configuration"
"Django unit test without creating test database every time I run","http://www.stackoverflow.com/questions/7197699","stackoverflow","<django><unit-testing>","23","Clear DB Before Tests"
"Testing SQLite database in Robolectric","http://www.stackoverflow.com/questions/7320820","stackoverflow","<android><sqlite><robolectric>","17","Handle Error/Warning Message,Test/Validate ... > Persistence/DAO Layer"
"Unit testing with MongoDB","http://www.stackoverflow.com/questions/7413985","stackoverflow","<java><unit-testing><mongodb><junit><morphia>","61","Best Practices,Mocking"
"Maven packaging without test (skip tests)","http://www.stackoverflow.com/questions/7456006","stackoverflow","<java><maven>","310","FP"
"What's the difference between db:test:clone, db:test:clone_structure, db:test:load, and db:test:prepare?","http://www.stackoverflow.com/questions/7693365","stackoverflow","<ruby-on-rails><database><unit-testing>","72","Documentation Clarification"
"Sending JSON using the django test client","http://www.stackoverflow.com/questions/8583290","stackoverflow","<django><json><unit-testing>","36","FP"
"Junit to test Spring service and DAO layer","http://www.stackoverflow.com/questions/8601536","stackoverflow","<spring><unit-testing><junit><dao>","26","Best Practices,Mocking,Test/Validate ... > Persistence/DAO Layer"
"Testing - Connection string is missing","http://www.stackoverflow.com/questions/9471148","stackoverflow","<c#><visual-studio-2010><web-config><connection-string><integration-testing>","24","DB Connection,Handle Connection String,Handle Error/Warning Message"
"How can I automatically test my site for SQL injection attacks, using either a script or program?","http://www.stackoverflow.com/questions/9685884","stackoverflow","<php><sql><sql-injection>","25","Testing for Security"
"JUnit tests always rollback the transactions","http://www.stackoverflow.com/questions/9817388","stackoverflow","<java><spring><junit4>","27","Keep Test Data After Tests"
"How to ensure that database cleanup is always performed after a test?","http://www.stackoverflow.com/questions/9860562","stackoverflow","<c#><unit-testing>","19","Cleanup Test DB"
"How can I test if a column exists in a table using an SQL statement","http://www.stackoverflow.com/questions/9991043","stackoverflow","<postgresql><information-schema>","51","FP"
"Testing if a site is vulnerable to Sql Injection","http://www.stackoverflow.com/questions/10281349","stackoverflow","<sql>","17","FP"
"How to set up database-heavy unit tests in Symfony2 using PHPUnit?","http://www.stackoverflow.com/questions/10784973","stackoverflow","<php><symfony><doctrine-orm><phpunit>","43","Best Practices"
"How to test that an error does not occur?","http://www.stackoverflow.com/questions/10826365","stackoverflow","<r><testing>","36","FP"
"Testing: how to focus on behavior instead of implementation without losing speed?","http://www.stackoverflow.com/questions/11006888","stackoverflow","<ruby-on-rails><ruby><unit-testing><rspec>","43","Best Practices,Mocking,Use Mocking vs Test DB"
"How to test an SQL Update statement before running it?","http://www.stackoverflow.com/questions/11011384","stackoverflow","<mysql><sql><database><testing><myisam>","80","Test/Validate ... > Queries"
"How to turn off parallel execution of tests for multi-project builds?","http://www.stackoverflow.com/questions/11899723","stackoverflow","<scala><sbt>","30","Concurrent DB Modification Leads to Test Fail"
"How to automatically destroy django test database","http://www.stackoverflow.com/questions/12113050","stackoverflow","<python><database><django><testing><hudson>","44","Clear DB Before Tests"
"How to set up LocalDb for unit tests in Visual Studio 2012 and Entity Framework 5","http://www.stackoverflow.com/questions/12244495","stackoverflow","<unit-testing><mstest><visual-studio-2012><entity-framework-5><localdb>","61","DB Connection,Handle Error/Warning Message,Stop DB After Tests"
"Solid Java unit test automation? (JUnit/Hamcrest/...)","http://www.stackoverflow.com/questions/12513184","stackoverflow","<java><eclipse><unit-testing><junit>","23","FP"
"How to exclude certain tests in the Visual Studio Test Runner?","http://www.stackoverflow.com/questions/12582025","stackoverflow","<visual-studio><unit-testing><visual-studio-2012><tdd><coded-ui-tests>","31","FP"
"Rollback transaction after @Test","http://www.stackoverflow.com/questions/12626502","stackoverflow","<java><spring><hibernate><junit><spring-test>","69","Cleanup Test DB,Rollback Changes"
"Create Duplicate SQL Database for Testing","http://www.stackoverflow.com/questions/12704572","stackoverflow","<sql-server>","29","Synchronize Test DB"
"Full Integration Testing for NodeJS and the Client Side with Yeoman and Mocha","http://www.stackoverflow.com/questions/13689110","stackoverflow","<javascript><unit-testing><node.js><coffeescript><gruntjs>","25","FP"
"How should I set up my integration tests to use a test database with Entity Framework?","http://www.stackoverflow.com/questions/13857180","stackoverflow","<c#><asp.net-mvc><entity-framework><ef-code-first><integration-testing>","22","Best Practices,Cleanup Test DB"
"django test app error - Got an error creating the test database: permission denied to create database","http://www.stackoverflow.com/questions/14186055","stackoverflow","<python><sql><django><postgresql><django-testing>","158","DB Connection,Handle Error/Warning Message"
"How do I reset my database state after each unit test without making the whole test a transaction?","http://www.stackoverflow.com/questions/14343893","stackoverflow","<spring><junit><transactions><hsqldb>","23","DB Population"
"How do you reset Spring JUnit application context after a test class dirties it?","http://www.stackoverflow.com/questions/14718088","stackoverflow","<spring><junit><hsqldb><applicationcontext>","54","Cleanup Test DB"
"How to create unit tests against non in-memory database such as MySQL in Play framework, with resetting to known state?","http://www.stackoverflow.com/questions/14750375","stackoverflow","<unit-testing><playframework><playframework-2.0><database-testing>","23","Best Practices,Cleanup Test DB,Use In-Memory DB vs Local Test DB"
"Best way to create a test database and load fixtures on Symfony 2 WebTestCase?","http://www.stackoverflow.com/questions/14752930","stackoverflow","<symfony><doctrine><tdd>","64","DB Connection,Populate from Fixtures/CSV,Test/Validate ... > DB Creation"
"Using Mockito to stub and execute methods for testing","http://www.stackoverflow.com/questions/15976008","stackoverflow","<java><junit><mocking><mockito>","47","Mock DB Calls"
"How do I set up a Rails Angular project to test JS?","http://www.stackoverflow.com/questions/16159395","stackoverflow","<ruby-on-rails><testing><angularjs><asset-pipeline><jasmine>","31","FP"
"Unable to mock Service class in Spring MVC Controller tests","http://www.stackoverflow.com/questions/16170572","stackoverflow","<java><spring><spring-mvc><mocking><mockito>","41","Framework/Tool Usage > Configuration,Mocking,Test/Validate ... > Persistence/DAO Layer"
"Cleaning out test database before running tests","http://www.stackoverflow.com/questions/16319463","stackoverflow","<node.js><express><mocha><sequelize.js>","21","Clear DB Before Tests"
"MySQL online testing tool","http://www.stackoverflow.com/questions/17033036","stackoverflow","<mysql><sql><database-design>","36","FP"
"Why am I asked to run 'rake db:migrate RAILS_ENV=test'?","http://www.stackoverflow.com/questions/17150529","stackoverflow","<ruby-on-rails><rails-migrations><ruby-on-rails-4>","58","FP"
"How to populate database only once before @Test methods in spring test?","http://www.stackoverflow.com/questions/17505952","stackoverflow","<java><mysql><spring><spring-test>","21","DB Population"
"Spring not autowiring in unit tests with JUnit","http://www.stackoverflow.com/questions/17623694","stackoverflow","<java><spring><junit>","41","FP"
"testing flask sql alchemy","http://www.stackoverflow.com/questions/17791571","stackoverflow","<python><session><testing><flask><sqlalchemy>","23","DB Connection,Different Configuration for Production/Test DB"
"Test for Upper Case - T-Sql","http://www.stackoverflow.com/questions/18123655","stackoverflow","<sql><sql-server><tsql>","24","FP"
"Does TDD include integration tests?","http://www.stackoverflow.com/questions/18988040","stackoverflow","<unit-testing><tdd><integration-testing>","31","Best Practices"
"How to do Integration Testing for (Angularjs) Web Apps","http://www.stackoverflow.com/questions/19078962","stackoverflow","<javascript><node.js><angularjs><testing><protractor>","30","Use Mocking vs Test DB"
"Testing an Entity Framework database connection","http://www.stackoverflow.com/questions/19211082","stackoverflow","<c#><mysql><entity-framework><testing><database-connection>","33","FP"
"In Visual Studio Test, how to make a playlist which automatically excludes certain tests?","http://www.stackoverflow.com/questions/19293990","stackoverflow","<unit-testing><visual-studio-2012><mstest><playlist>","31","FP"
"Spring Boot testing using in memory db","http://www.stackoverflow.com/questions/19603324","stackoverflow","<spring><spring-boot>","28","Use In-Memory DB For Tests"
"Testing Spring's @RequestBody using Spring MockMVC","http://www.stackoverflow.com/questions/20504399","stackoverflow","<spring-mvc><integration-testing>","47","Test/Validate ... > Persistence/DAO Layer"
"Accessing Angular inside Protractor Test","http://www.stackoverflow.com/questions/20619225","stackoverflow","<javascript><angularjs><testing><protractor>","29","FP"
"Test-Driven Development - How to write a test before none of implementation code exists","http://www.stackoverflow.com/questions/20768738","stackoverflow","<java><unit-testing><junit><tdd>","48","FP"
"Running django tutorial tests fail - No module named polls.tests","http://www.stackoverflow.com/questions/21069880","stackoverflow","<python><django><django-unittest>","54","FP"
"How to see which tests were run during Django's manage.py test command","http://www.stackoverflow.com/questions/21500354","stackoverflow","<python><django><unit-testing><django-unittest>","69","FP"
"How are people unit testing with Entity Framework 6, should you bother?","http://www.stackoverflow.com/questions/22690877","stackoverflow","<c#><entity-framework><unit-testing><entity-framework-6>","164","Best Practices"
"Rails –Testing named scopes: test scope results or scope configuration?","http://www.stackoverflow.com/questions/22902666","stackoverflow","<ruby-on-rails><rspec><named-scope><class-method>","29","Best Practices"
