,title,url,answers,tags,highlights
98,How to test an Oracle Stored Procedure with RefCursor return type?,http://www.stackoverflow.com/questions/6781916,"['https://stackoverflow.com/a/11581663', 'https://stackoverflow.com/a/6782008', 'https://stackoverflow.com/a/6782009']","['Process > Test Failure Identification / Debugging > SQLDeveloper Run/PL/SQL Window', 'Test Code > Code example > Code example provided', 'Test Code > Code example > Test Examples']","[""{0:The 'Run PL/SQL' window will let you edit the PL/SQL Block}""]"
99,How to test an SQL Update statement before running it?,http://www.stackoverflow.com/questions/11011384,"['https://stackoverflow.com/a/11011416', 'https://stackoverflow.com/a/11011447', 'https://stackoverflow.com/a/31441731']","['DB Management > Cleanup > Transactions > Run queries in transaction', 'Environment > Configuration > DB > Turn off MySQL ""autocommit""']",[None]
100,How to test DAO methods using Mockito?,http://www.stackoverflow.com/questions/28388204,"['https://stackoverflow.com/a/28388285', 'https://stackoverflow.com/a/28390472', 'https://stackoverflow.com/a/28396192']","['Environment > Tool > Mocking > Use Mockito', 'Environment > Use Real DB > Generic recommendation > Use real database', 'Mocking > When > Use Mocking', 'Test Code > Code example > Code example provided']","['{0:you need an actual database}', '{1:how you should test it:}', '{2:using Mockito to tes}', '{3:Mockito}']"
101,How to test database connectivity in python?,http://www.stackoverflow.com/questions/11735371,"['https://stackoverflow.com/a/11735559', 'https://stackoverflow.com/a/11896088']",['IRRELEVANT ANSWER'],[None]
102,How to test data based on SQL queries?,https://softwareengineering.stackexchange.com/questions/315178,"['https://softwareengineering.stackexchange.com/a/315181', 'https://softwareengineering.stackexchange.com/a/315398', 'https://softwareengineering.stackexchange.com/a/315469']","['Characteristics > Consistent > Tests should leave the DB in a consistent state', 'Characteristics > Deterministic > Tests should be deterministic', 'Characteristics > Isolated/Independent > Unit test should be independent / isolated', 'Characteristics > Repeatable > Repeatable tests', 'DB Management > Cleanup > Cleanup before each test (known state)']","['{0:You are not runnning the tests after a code change to test if code alterations introduced a bug or unwanted behavior.}', '{1:Good unit tests adhere to FIRST principles}', '{2:Repeatable also implies that each test is responsible for creating, interrogating and then clearing down the data so that the database is left in a consistent state.}', '{3:A self-contained transaction is one way you can achieve this.}', '{4:It sounds like the whole thing should be a stored procedure}']"
103,How to test Spring Data repositories?,http://www.stackoverflow.com/questions/23435937,"['https://stackoverflow.com/a/23442457', 'https://stackoverflow.com/a/28643025', 'https://stackoverflow.com/a/43610690']","['Environment > In-Memory DB > Generic recommendation > Use in memory database', 'Environment > Tool > Mocking > Use Spring Data Mock', 'Environment > Tool > Unit Testing > Use Spring Boot and Spring Data', 'Mocking > When > DAO too difficult to Mock, use integration tests', 'Mocking > When > Use Mocking', 'Process > Testing > Use integration testing', 'Test Code > Code example > Code example provided']","['{0: way to cumbersome to mock }', '{1:in-memory database and test cases }', '{2:Spring Boot + Spring Data}', '{3:https://github.com/mmnaseri/spring-data-mock}']"
104,How to test the data access layer?,https://softwareengineering.stackexchange.com/questions/219362,"['https://softwareengineering.stackexchange.com/a/219365', 'https://softwareengineering.stackexchange.com/a/219417', 'https://softwareengineering.stackexchange.com/a/224266']","['Characteristics > Isolated/Independent > Avoid connecting to production db', 'DB Management > Cleanup > Populate once and rollback changes after each test', 'Environment > Configuration > Environment > Mirror production environment for testing', 'Environment > In-Memory DB > Generic recommendation > Use in memory database', 'Environment > In-Memory DB > HSQLDB > HSQLDB', 'Environment > In-Memory DB > HyperSQL > Use HyperSQL to emulate dialect of another DB', 'Environment > Tool > Unit Testing > Use DbUnit', 'Mocking > When > Replace the DB with a mock object', 'Structure/Design > Design Patterns > Use dependency injection', 'Test Code > Code example > Code example provided']","[""{0:The problem with using a 'real' database for unit testing is the setup, take down, and isolation of the tests.}"", '{10:Write unit tests that test to see if the appropriate SQL is being submitted to a mock item using a mocking framework such as Mockito.}', '{11:Write test SQL scripts demonstrating the appropriateness of the SQL you tested for in your unit tests.}', '{12:Use DBUnit}', '{13:everything gets rolled back after the end of each method or class.}', ""{14:It's possible to speed this up by using an in memory database but the idea remains the same.}"", ""{1:You don't want to have to spin up an entirely new MySQL database and create tables and data just for one unit test.}"", ""{2:Mocking the database is one option however it doesn't test the actual queries that are run.}"", '{3:But for testing the DAO itself you need something behind the DAO has the data and the queries run properly.}', '{4:The first thing to do is use a in memory database.}', '{5: HyperSQL is an excellent choice for this because it has the ability to emulate the dialect of another database }', '{6:hsqldb also has some nice features for unit testing}', '{7:Using dependency injection, have the unit tests select a different database than what the production (or test, or local) builds use.}', '{8:First, you should never do testing in a production environment.}', '{9:You should have a test environment that mirrors your production environment and do integration tests there.}']"
105,How to Test Web Code?,http://www.stackoverflow.com/questions/2913,"['https://stackoverflow.com/a/2918', 'https://stackoverflow.com/a/3074', 'https://stackoverflow.com/a/53838']","['DB Management > Test DB > Use a test database with test data', 'Environment > In-Memory DB > HSQLDB > HSQLDB', 'Environment > Tool > Unit Testing > Use DbUnit', 'Environment > Tool > Unit Testing > Use PHPUnit', 'Performance > General improvement > Use ORM to support a light testing dbms']","['{0:look into DBUnit}', '{1:You can use it to prepare the database with a specific set of data which represents your test data, and thus each test will no longer depend on the database and some existing state.}', '{2:check out this book: xUnit Test Patterns: Refactoring Test Code.}', '{3:Hibernate (http://www.hibernate.org/) makes it easy for us to point our unit tests at the testing db, with the added bonus that they run as quick as lightning.}', '{4:We use an in-memory database (hsql : http://hsqldb.org/).}']"
106,How to throw a SqlException when needed for mocking and unit testing?,http://www.stackoverflow.com/questions/1386962,"['https://stackoverflow.com/a/1387030', 'https://stackoverflow.com/a/1387801', 'https://stackoverflow.com/a/6075100', 'https://stackoverflow.com/a/6751227']","['Environment > Tool > Mocking > Use Moq', 'Test Code > API > Custom code garanteed to fail and raise SQLException', 'Test Code > API > Exception Handling > Use reflection to simulate SQLException']","['{0:You can do this with reflection}', '{1:here is a sample of testing the scenario you mentioned using NUnit and Moq}']"
107,How to unit test an object with database queries,http://www.stackoverflow.com/questions/30710,"['https://stackoverflow.com/a/30715', 'https://stackoverflow.com/a/30772', 'https://stackoverflow.com/a/30818']","['DB Management > Cleanup > Transactions > Use transaction scopes (which revert the state of DB after each test)', 'Mocking > When > Use Mocking', 'Structure/Design > Coupling > Design with loose coupling', 'Structure/Design > Coupling > With DB > Separate data access layer', 'Structure/Design > Design Patterns > Use dependency injection']","['{0:mocking out your calls to the database}', '{1:use some sort of inversion of control/ dependency injection pattern}', '{2:you should have a ""data access layer""}', '{3:If your objects are tightly coupled to your data layer, it is difficult to do proper unit testing.}', '{4:The easiest way to unit test an object with database access is using transaction scopes.}']"
108,How to unit test a repository pattern that uses Entity Framework?,http://www.stackoverflow.com/questions/15791303,"['https://stackoverflow.com/a/15792006', 'https://stackoverflow.com/a/24128390']","['Environment > In-Memory DB > Generic recommendation > Use in memory database', 'Environment > Use Real DB > Generic recommendation > Use real database', 'Process > Testing > Contract base testing for Entity Framework']","['{0:the whole point of this concrete implementation is to write the data to the database!}', '{1:another implementation of the repository which uses an in-memory data store }', '{2:You can replace connection to your database with in-memory DB}']"
109,How to unit test logic in crud app,https://softwareengineering.stackexchange.com/questions/279251,['https://softwareengineering.stackexchange.com/a/279254'],"['Concepts > Scope > Test it > Integration test the Orchestrator class', 'Structure/Design > Coupling > Avoid god class', 'Structure/Design > Testability > Design with single responsibility']",[None]
110,How to unit test models in MVC / MVR app?,https://softwareengineering.stackexchange.com/questions/241412,['https://softwareengineering.stackexchange.com/a/241419'],"['Mocking > What > Mock the Repository/Service layer', 'Mocking > When > Use Mocking', 'Structure/Design > Coupling > With DB > Create a Service layer']","['{0:Repository or Service layer}', '{1:you can mock.}', '{2:mock that service layer}', '{3:write mock objects for that Repository or Service layer}']"
111,How to unit test static void methods?,https://softwareengineering.stackexchange.com/questions/283083,['https://softwareengineering.stackexchange.com/a/283085'],['IRRELEVANT ANSWER'],[None]
112,"How to write a unit test for a repository method that returns some data, where data can change over time?",https://softwareengineering.stackexchange.com/questions/362866,"['https://softwareengineering.stackexchange.com/a/362868', 'https://softwareengineering.stackexchange.com/a/362878', 'https://softwareengineering.stackexchange.com/a/362895']",['DB Management > Test DB > Use a test database with test data'],"['{0:set up a test database}', '{1:Clear the TEST db.}', '{2:your TEST db instance;}']"
113,How to write unit tests for database calls,http://www.stackoverflow.com/questions/1217736,"['https://stackoverflow.com/a/1217872', 'https://stackoverflow.com/a/1217885', 'https://stackoverflow.com/a/1220356']","['Concepts > Definitions > Explanation of levels of tests: unit, interaction, integration and acceptance tests', 'Concepts > Scope > Test it > Test query correctness', 'Environment > Tool > Unit Testing > Use DbUnit', 'Environment > Use Real DB > Generic recommendation > Use real database', 'Mocking > When > Use Mocking']","['{0:your RDBMS,}', '{1:dbunit }', '{2:ntegration test database calls}', ""{3:ou're testing the syntactic correctness of (generated) SQL.}"", '{4:you just need a unit test that replaces the database (or intermediate layer, eg., JDBC, (N)Hibernate, iBatis) with a mock.}', '{5:I think your best approach is to have a test database hand}']"
114,How to write unit tests for utility programs,https://softwareengineering.stackexchange.com/questions/204430,"['https://softwareengineering.stackexchange.com/a/204434', 'https://softwareengineering.stackexchange.com/a/204435', 'https://softwareengineering.stackexchange.com/a/204454']","['DB Management > Test DB > Use a test database with test data', 'Mocking > When > Replace the DB with a mock object', 'Process > Automatization > Use unit test framework for integration test', 'Process > Testing > Use integration testing']","['{0:use a mock data source, mock data interface, and mock l}', '{1: test database}']"
115,How to write unit tests without mocking data,https://softwareengineering.stackexchange.com/questions/193614,['https://softwareengineering.stackexchange.com/a/201273'],['IRRELEVANT ANSWER'],[None]
116,How unit test service method that use repository method,https://softwareengineering.stackexchange.com/questions/307212,"['https://softwareengineering.stackexchange.com/a/307216', 'https://softwareengineering.stackexchange.com/a/307265']","['Environment > Use Real DB > Generic recommendation > Use real database', 'Mocking > When > Use Mocking']","['{0:mocks this behaviour,}', '{1:Use an integration test which brings up an empty database with your DDL loaded,}']"
117,"In a CI/CD environment, how is database &quot;data&quot; verified and tested?",https://softwareengineering.stackexchange.com/questions/335601,['https://softwareengineering.stackexchange.com/a/335653'],['IRRELEVANT ANSWER'],[None]
118,"In integration testing, do you use the data access objects for setup and validation or a different data access method?",https://softwareengineering.stackexchange.com/questions/136402,"['https://softwareengineering.stackexchange.com/a/137063', 'https://softwareengineering.stackexchange.com/a/137136', 'https://softwareengineering.stackexchange.com/a/137186']",['Test Code > Re-use production code > Use data layer of the system when testing'],"[""{0:If your application normally will only work with data that has been inserted/retrieved using your ORM, then I'd test with that. If the application is going to have to work with data inserted by other means (legacy or converted data) then you should plan to insert some using raw SQL.}""]"
119,Initialising a database before Spring Boot test,http://www.stackoverflow.com/questions/38262430,"['https://stackoverflow.com/a/38265806', 'https://stackoverflow.com/a/38302370', 'https://stackoverflow.com/a/56855597']","['Environment > Configuration > DB > Specific database configuration recommendation', 'Test Code > API > Spring Framework > Use @Sql annotation to populate DB']","['{0:You can use @Sql annotaion for populate your DB}', ""{1:Use Spring Boot's JDBC initialization feature, where you would place schema.sql or data.sql into src/test/resources folder, so that it would be picked up only during testing.}""]"
120,"In JUnit 5, how to run code before all tests",http://www.stackoverflow.com/questions/43282798,"['https://stackoverflow.com/a/44116870', 'https://stackoverflow.com/a/51556718', 'https://stackoverflow.com/a/64070019']","['DB Management > Preparation > setUp() & tearDown() methods', 'Test Code > Code example > Test Examples']","['{0:code snippet:}', '{1:a shutdown hook }', '{2:efines a static BeforeAll }']"
121,In-memory MongoDB for test?,http://www.stackoverflow.com/questions/13607732,"['https://stackoverflow.com/a/51677787', 'https://stackoverflow.com/a/55733711']","['Environment > Configuration > DB > Specific database configuration recommendation', 'Environment > In-Memory DB > Mongo > Mongo', 'Test Code > Code example > Code example provided']",[None]
122,Integration test for database access,https://codereview.stackexchange.com/questions/42276,['https://codereview.stackexchange.com/a/42319'],['Test Code > Code example > Code example provided'],[None]
123,Integration Testing best practices,http://www.stackoverflow.com/questions/1328730,"['https://stackoverflow.com/a/1328778', 'https://stackoverflow.com/a/1328802', 'https://stackoverflow.com/a/1329845']","['DB Management > Preparation > Create database from single script', 'DB Management > Preparation > Separate read-only and CUD tests, read-only regenerates DB only once per test suite, CUD before each test', 'DB Management > Test DB > Use local database', 'Process > Testing > Seperate unit and integration testing', 'Test Code > API > NUnit > Decorate test classes/methods to differentiate Integration/Unit tests']","['{0:The retrieve-only base class regenerates the database during the TestFixtureSetup so it only executes once per test class. The CUD base class regenerates the database before each test.}', '{1:Keep your fast (unit) and slow (integration) tests separate}', '{2:in NUnit you can decorate your test classes (or methods) with an attribute }', '{3:It also helps tremendously if the entire database schema can be created from a single script, so each developer can quickly set up a local database for testing.}']"
124,"Integration testing database, am I doing it right?",http://www.stackoverflow.com/questions/20334626,"['https://stackoverflow.com/a/20337775', 'https://stackoverflow.com/a/20341124', 'https://stackoverflow.com/a/20341372']","['DB Management > Cleanup > Cleanup before each test (known state)', 'DB Management > Test DB > Use a Test database and rollback', 'DB Management > Test DB > Use a test database with test data', 'Mocking > When > Use Mocking', 'Process > Testing > Separate selection tests and data manipulation tests']","['{0:Never run such tests on anything but a development database that you can throw-away as needed}', '{1:Tests that only perform select queries}', '{2:Tests that perform insert, update, delete}', '{3:urge the database programmatically before each test}', '{4:Restoring and dropping of the database would be performed once per test class}', '{5: test database is restored and dropped before and after each test}']"
125,Integration Testing: Testing Service to Service,https://softwareengineering.stackexchange.com/questions/357533,"['https://softwareengineering.stackexchange.com/a/357538', 'https://softwareengineering.stackexchange.com/a/357574', 'https://softwareengineering.stackexchange.com/a/357577']","['Characteristics > Deterministic > Tests should be deterministic', 'Characteristics > Maintainable > Maintainable tests', 'Concepts > Definitions > Explanation of levels of tests: unit, interaction, integration and acceptance tests', 'Concepts > Definitions > Integration tests involves real database', 'Mocking > When > Use Mocking']","['{0:You should be wondering why non-deterministic tests are dangerous? }', ""{1:Examples of non-deterministic tests are Flaky tests. Flaky tests are tests that fail due to undetermined circumstances. These tests fail now and then and we don't know why. We can not reproduce the issue.}"", '{2:and Consumer Driven Contracts tests with very positive results.}', '{3:fragile piece of functionality in a legacy app, then the value provided by this test may well be worth the cost of maintaining this brittle test.}', ""{4:you shouldn't feel that it is somehow controversial to introduce features exclusively to improve the testability of your software.}"", '{5:Test against a fake HTTP server, e.g. a mock implementation}', '{6:This is not feasible for integration tests because initialization of the environment is often very involved and time-consuming.}']"
126,Integration tests across a 3-tier .NET solution,https://softwareengineering.stackexchange.com/questions/108351,['https://softwareengineering.stackexchange.com/a/108355'],"['DB Management > Cleanup > Delete the database after all the tests', 'DB Management > Cleanup > Transactions > Use transaction scopes (which revert the state of DB after each test)']","['{0:cleaning the DB changes in teardown}', '{1:webtests that will run or codedui tests that will start whatever app or site is under test, perform the actions, assert the results and then close everything back down}']"
127,Integration tests for a repository with the help of AutoFixture,https://codereview.stackexchange.com/questions/110618,['https://codereview.stackexchange.com/a/134949'],"['DB Management > Cleanup > Cleanup before each test (known state)', 'DB Management > Preparation > setUp() & tearDown() methods', 'Test Code > Organization > Use categories to easily exclude/include tests']","['{0:Your approach of having the tests cleanup after themselves is a nice tidy approach.}', ""{1:I mark integration tests with categories so that they can easily be excluded / included into builds. You can use the attribute at either a 'Test' or a 'TestFixture' level.}""]"
128,Is a class that is hard to unit test badly designed?,http://www.stackoverflow.com/questions/2658859,"['https://stackoverflow.com/a/2658877', 'https://stackoverflow.com/a/2658879', 'https://stackoverflow.com/a/2658961']","['Concepts > Book > Book recommendation', 'Mocking > When > Replace the DB with a mock object', 'Structure/Design > Coupling > Design with loose coupling', 'Structure/Design > Design Patterns > Recommendation of design pattern', 'Structure/Design > Design Patterns > Use dependency injection']","[""{0:I figure that if I have written automated test cases with each of the class, hence ensuring that I don't heap extra dependencies or coupling for the class to work, the class might be better designed.}"", '{1:You should look into Mocking frameworks to simulate the database }', ""{2:I've found that dependency injection is the design pattern that most helps make my code testable}"", '{3: you can of course use fake or mock versions of the dependencies to make testing easier and faster to run -}', '{4:consider the}', '{5:State design pattern}', ""{6:I'd recommend the book }""]"
129,Is it bad form to count on the order of your NUnit unit tests,http://www.stackoverflow.com/questions/497699,"['https://stackoverflow.com/a/497716', 'https://stackoverflow.com/a/497719', 'https://stackoverflow.com/a/497741']","['Characteristics > Isolated/Independent > Avoid relying on test order', 'Concepts > Definitions > Explanation of levels of tests: unit, interaction, integration and acceptance tests', 'DB Management > Preparation > Use test fixtures']",[None]
130,Is there an &quot;IF EXISTS&quot; test for a linked server?,http://www.stackoverflow.com/questions/3104186,"['https://stackoverflow.com/a/3104197', 'https://stackoverflow.com/a/3104205']",['IRRELEVANT ANSWER'],[None]
131,Is there a way to tell surefire to skip tests in a certain package?,http://www.stackoverflow.com/questions/4389744,"['https://stackoverflow.com/a/4390059', 'https://stackoverflow.com/a/4473574', 'https://stackoverflow.com/a/46696400']","['Environment > Configuration > Build Framework > Maven > Command-line instruction', 'Environment > Configuration > Build Framework > Maven > Update pom.xml file', 'Environment > Configuration > General recommendation > Configuration recommendation']","['{0:set in pom.xml:}', '{1:to exclude tests using the commandline}']"
132,Is this good practice with unit-testing?,https://codereview.stackexchange.com/questions/37584,['https://codereview.stackexchange.com/a/37623'],"[""Characteristics > Atomic > Shouldn't call tests inside tests"", 'Characteristics > Self-explaining > Have descriptive names', 'Characteristics > Small > Make small tests', 'Test Code > Assertions > Use single asserts']","['{0:too many asserts in your test}', '{1:Split your test into smaller ones}', '{2:a more descriptive name}']"
133,Is this unit test too tightly coupled to implementation?,https://softwareengineering.stackexchange.com/questions/349537,"['https://softwareengineering.stackexchange.com/a/349549', 'https://softwareengineering.stackexchange.com/a/349709']","['Characteristics > Compliant > Test should meet specifications', 'Characteristics > Isolated/Independent > Decouple tests from implementation', ""Concepts > Scope > Don't test it > Test verify observable behavior not internal methods calls"", 'Test Code > Assertions > Use single asserts']","['{0:UnitTest verify the public observable behavior of a unit. public observable behavior menas what return values it produces and how it communicates with its dependencies.}', '{1:each method in a UnitTest verified a singe expectation.}']"
134,Is Unit Testing your SQL taking TDD Too far?,http://www.stackoverflow.com/questions/730488,"['https://stackoverflow.com/a/730497', 'https://stackoverflow.com/a/730503', 'https://stackoverflow.com/a/730881']","['Concepts > Book > Book recommendation', 'Concepts > Scope > Test it > Test the database itself (tables, views, triggers, stored procedures, constraints)', 'Structure/Design > Coupling > With DB > Keep logic out of database']","['{0:There is an article out on www.sqlservercentral.com about unit testing your SQL.}', '{1:There are several cases where I would suggest testing a database:}', '{2:too much business logic is making its way into databases these days.}']"
135,Jersey e2e integration tests for in-memory database using Spring's JDBCTemplate,http://www.stackoverflow.com/questions/36961497,"['https://stackoverflow.com/a/37797690', 'https://stackoverflow.com/a/38738928']","['DB Management > Cleanup > Destroy In-Memory DB after each test case', 'Environment > Tool > Unit Testing > Use DbUnit']","['{0: With dbunits, an in-memory database is spawned up for every test case to be executed and is destroyed as the test case execution is complete}']"
136,JPA-based JUnit Test Best Practices,http://www.stackoverflow.com/questions/1234763,"['https://stackoverflow.com/a/1235122', 'https://stackoverflow.com/a/1235856', 'https://stackoverflow.com/a/1237765']","['DB Management > Cleanup > Transactions > Use transaction scopes (which revert the state of DB after each test)', 'DB Management > Test DB > Use two settings/configuration files (one for production, and one for testing)', 'Environment > Tool > Mocking > Use a Mocking Framework', 'Environment > Tool > Mocking > Use Mockito', 'Environment > Tool > Unit Testing > Use Spring Framework']","['{0:try mockito.}', '{1:dual persistence.xml files for production and test runtimes}', '{2:Spring test framework for persistence layer: in-transaction testing.}', '{3:Spring test framework is flexible}', ""{4:Spring and Spring's unit testing is the best way to go}""]"
137,JUnit tests always rollback the transactions,http://www.stackoverflow.com/questions/9817388,"['https://stackoverflow.com/a/27296926', 'https://stackoverflow.com/a/9817491', 'https://stackoverflow.com/a/9817815']","['DB Management > Cleanup > Cleanup before each test (known state)', 'DB Management > Cleanup > Populate once and rollback changes after each test', 'DB Management > Cleanup > Transactions > Transaction Manager', 'DB Management > Preparation > setUp() & tearDown() methods', 'Environment > Configuration > DB > Specific database configuration recommendation']","['{0:@Transactional}', '{1:So either you want to change you data base in your setUp() method and rollback the change in your tearDown() method}']"
138,Junit to test Spring service and DAO layer,http://www.stackoverflow.com/questions/8601536,"['https://stackoverflow.com/a/8601681', 'https://stackoverflow.com/a/8601744']","['DB Management > Cleanup > Transactions > Transaction Manager', 'Environment > Tool > Mocking > Mockito and Spring']","['{0:Looks like Mockito is the good option.}', '{1:you will want to use a mocking library such as Mockito to mock your DAOs }', '{2:@Transactional}']"
139,Laravel 5 : Use different database for testing and local,http://www.stackoverflow.com/questions/35227226,"['https://stackoverflow.com/a/35228697', 'https://stackoverflow.com/a/36572255', 'https://stackoverflow.com/a/47106988']",['Environment > Configuration > DB > Specific database configuration recommendation'],"['{0:same configuration but only its name is different,}', '{1:configure}']"
140,Maven Failsafe Plugin: how to use the pre- and post-integration-test phases,http://www.stackoverflow.com/questions/19816407,['https://stackoverflow.com/a/19824303'],"['Environment > Configuration > Build Framework > Maven > Maven lifecycles', 'Environment > Configuration > Build Framework > Maven > SQL Maven plugin']","['{0:bind a maven plugin doing that job to these phas}', '{1:that}']"
141,Mockito to test void methods,http://www.stackoverflow.com/questions/5249920,"['https://stackoverflow.com/a/5250533', 'https://stackoverflow.com/a/5251914']","['Mocking > How > Custom mocking code without framework', 'Test Code > API > Use a callback mathod, executed every time the test code executes a given mock (Mockito)', 'Test Code > Code example > Code example provided']","['{0:callback method that i}', '{1:given mock.}', '{2:made a custom implementation}']"
142,My first model test in PHPUnit,https://codereview.stackexchange.com/questions/59662,"['https://codereview.stackexchange.com/a/59679', 'https://codereview.stackexchange.com/a/59693']","['Characteristics > Up-to-date > Keep test DB in sync with production DB to avoid testing stale/outdated data', 'Concepts > Definitions > Explanation of levels of tests: unit, interaction, integration and acceptance tests', 'Concepts > Scope > Test it > Test failing calls (code behaves as expected in case smething goes wrong)', 'DB Management > Test data > Generation > Generate during the build process', 'DB Management > Test data > Storage > Do not mix test data with testing code', 'Environment > Tool > Integration Testing > Codeception', 'Environment > Tool > Unit Testing > Use PHPUnit', 'Structure/Design > Design Patterns > Have a base class for integration test fixtures', 'Structure/Design > Testability > Design with single responsibility']","['{0:PHPUnit_Extensions_Database_TestCase}', '{10:you can use PHPUnit }', '{11:use Codeception (thanks to @EliasVanOotegem for the suggestion) to run integration tests}', '{1:test data}', ""{2:it shouldn't be mixed in with the testing code}"", '{3:Single Responsability Principle}', '{4:dd tests to make sure your code behaves as expected in case something goes wrong}', '{5:Use it, to create an abstract base test-case class. This abstract test class should handle the connection stuff, and enforce all the child classes to load actual fixtures.}', '{6:The test data can be generated during the build process}', ""{7:check all possible scenario's concerning new inserts and updates. All possible scenario's.}"", '{8:All changes to the actual DB have to be applied to your test DB}', '{9:The definition of a unit test by Michael Feathers helps drawing the line.}']"
143,MySQL - force not to use cache for testing speed of query,http://www.stackoverflow.com/questions/181894,"['https://stackoverflow.com/a/181905', 'https://stackoverflow.com/a/6408485', 'https://stackoverflow.com/a/6706731']","['DB Management > Cleanup > Disable caching between queries', 'Environment > Configuration > DB > Use MySQL ""sql_no_cache""', 'Test Code > Code example > Database test script']","['{0:the SQL_NO_CACHE }', '{1:connection:}', '{2:query cache}']"
144,"Never written much unit tests, how can I practice more of it?",https://softwareengineering.stackexchange.com/questions/128859,"['https://softwareengineering.stackexchange.com/a/128862', 'https://softwareengineering.stackexchange.com/a/128865', 'https://softwareengineering.stackexchange.com/a/317706']","['Concepts > Book > Book recommendation', 'Concepts > Definitions > Explanation of levels of tests: unit, interaction, integration and acceptance tests', 'Process > Testing > Practice writing unit tests']","['{0:practice is to just do i}', '{1:class and write unit tests for it}', '{2:Writing tests for code which accepts data from the web.}', '{3:with The Art of Unit Testing)}']"
145,"Node.JS testing with Jasmine, databases, and pre-existing code",https://softwareengineering.stackexchange.com/questions/133086,['https://softwareengineering.stackexchange.com/a/133102'],"['Concepts > Scope > Test it > One test for each type of output resultset (one row, multiple rows, empty resultset)', 'Mocking > When > Use Mocking']","['{0:a test for every type of thing that the database can return}', '{1:Mock out a different type of return}']"
146,PDO Connection Test,http://www.stackoverflow.com/questions/6263443,"['https://stackoverflow.com/a/23288361', 'https://stackoverflow.com/a/6263868', 'https://stackoverflow.com/a/6263970']","['DB Management > Connection > Set time out conenction limit', 'Structure/Design > Design Patterns > PDO (PHP Data Objects) best practice', 'Test Code > API > Exception Handling >  Set error mode to exception mode (PHP PDO)']","['{0:you should set error mode to exception mode}', '{1:you should also set up PDO::ATTR_TIMEOUT }']"
147,Pentaho kettle: how to set up tests for transformations/jobs?,http://www.stackoverflow.com/questions/9993611,"['https://stackoverflow.com/a/15837725', 'https://stackoverflow.com/a/31414165', 'https://stackoverflow.com/a/9996382']",['Environment > Configuration > General recommendation > Configuration recommendation'],[None]
148,Performance test sql queries,http://www.stackoverflow.com/questions/6846776,['https://stackoverflow.com/a/6918993'],['Performance > Benchmarking > Run awrgrpt.sql (Oracle)'],['{0:running the awrgrpt.sql }']
149,Philisophical Questions about Test-Driven Development,http://www.stackoverflow.com/questions/1447474,"['https://stackoverflow.com/a/1447497', 'https://stackoverflow.com/a/1450441', 'https://stackoverflow.com/a/1450533']","['DB Management > Test DB > Separate Database for Testing', 'Environment > Tool > Mocking > Typemock', 'Environment > Use Real DB > Generic recommendation > Use real database', 'Performance > General improvement > Use ORM to support a light testing dbms', 'Process > Testing > Best option is state based tests', 'Structure/Design > Coupling > Design with loose coupling', 'Structure/Design > Design Patterns > MVP (Model-View-Presenter)', 'Structure/Design > Design Patterns > Use dependency injection']","['{0:The best option are state-based tests: setup fixture, call system under test, check state of system under test and pure functional (as in functional programming) tests: call with x returns a.}', '{1:Try to design your system in a way that most of its functionality is loosely coupled.}', ""{2:If you try to test your system with integration tests you'll enter into the permutation casino.}"", ""{3:You cannot mock a database, unless you're going to reimplement the behavior of every database you would like to support.}"", ""{4:I don't use mock for my unit test. Instead, I run the tests on a real database}"", '{5:For NHibernate applications, I maintain two databases with same schema, but different database type (ORM makes this easy). I use sqlite for my automated testing, and a real MySQL or SQL server database for ad-hoc testing.}', '{6: Typemock r}', '{7:use the MVP pattern to separate out the Model, View and Presenter}', '{8:( or dependency injection)}']"
150,Phpunit testing with database,http://www.stackoverflow.com/questions/4585345,"['https://stackoverflow.com/a/4585498', 'https://stackoverflow.com/a/4585530', 'https://stackoverflow.com/a/4585539']","['Concepts > Definitions > Explanation of levels of tests: unit, interaction, integration and acceptance tests', 'DB Management > Cleanup > Cleanup before each test (known state)', 'DB Management > Cleanup > Populate once and rollback changes after each test', 'DB Management > Cleanup > Transactions > Use transaction scopes (which revert the state of DB after each test)', 'DB Management > Preparation > setUp() & tearDown() methods', 'DB Management > Test DB > Use a test database with test data', 'Environment > Tool > Unit Testing > Use DbUnit', 'Environment > Use Real DB > Generic recommendation > Use real database', 'Mocking > When > Replace the DB with a mock object', 'Structure/Design > Design Patterns > Use dependency injection']","['{0:Mock away the Database class and return fake data}', '{1:Using setUp() and tearDown() to get a consistent state for your data before running your tests is (imho) a fine way to write db-driven unittests. }', '{2:look into the DbUnit extension }', '{3:db-unittesting in Sebastian Bergmanns phpqa book.}', '{4:Could your application allow for a custom database name and automated setup of all tables it may also be possible to set the db up once with a lot of testdata and use that data in all your tests}', '{5:be careful not to do what github did.}', '{6:you can wrap test in a transaction and roll it back after the test}', ""{7:you can't test code that uses transactions}""]"
151,Python simple Class with sqlite and unit testing,https://codereview.stackexchange.com/questions/185051,['https://codereview.stackexchange.com/a/185054'],"['Concepts > Definitions > Explanation of levels of tests: unit, interaction, integration and acceptance tests', 'DB Management > Connection > The caller should handle the connection']",[None]
